row_label,0:<blank>,1:<blank>,2:<blank>,3:<blank>,4:<blank>,5:<blank>,6:<blank>,7:<blank>,8:<blank>,9:<blank>,10:This,11:sentence,12::,"13:""",14:dru,15:ce,16:will,17:face,18:murder,19:charges,"20:,",21:conte,22:said,23:.,"24:""",25:means,26:in,27:one,28:word,"29::"""
L24-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96210027,0.00037056,0.00486693,0.00877649,0.00297288,0.00104890,0.00024600,0.00043507,0.00040568,0.00018887,0.00024744,0.00177765,0.00005575,0.00087417,0.00205070,0.00714734,0.00257598,0.00075615,0.00310313,0.00000000,0.00000000
L24-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.86665690,0.01017140,0.00920646,0.01321406,0.00709497,0.01684759,0.00434041,0.00541626,0.00176179,0.00505403,0.00774702,0.01086769,0.00121645,0.00473693,0.00814536,0.00526244,0.00715650,0.00198085,0.00173856,0.01138436,0.00000000
"L24-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60420662,0.01381002,0.00292171,0.00659683,0.00790189,0.09735875,0.07009926,0.02928157,0.00530664,0.04050961,0.02699405,0.01574674,0.04066195,0.00542621,0.01283422,0.00235604,0.00129309,0.00480527,0.00144822,0.00062150,0.00981977
L24-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82457039,0.00690346,0.01049229,0.01418060,0.00836911,0.03098619,0.01738426,0.00931564,0.00216740,0.01166094,0.00833032,0.00932108,0.00974555,0.00391418,0.00770170,0.00901729,0.00593595,0.00438056,0.00125798,0.00240117,0.00196395
L29-means,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30683094,0.00081889,0.01543981,0.01186240,0.00768779,0.05079523,0.12624399,0.00437103,0.01792361,0.21072099,0.02138248,0.00503943,0.19070125,0.01422616,0.00682484,0.00510071,0.00403049,0.00000000,0.00000000,0.00000000,0.00000000
L29-in,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.90660220,0.00078840,0.01579066,0.00667975,0.00579343,0.00428822,0.00499641,0.00018205,0.00152479,0.01766123,0.00373876,0.00232072,0.00654271,0.00587505,0.00677483,0.00292657,0.00222286,0.00529122,0.00000000,0.00000000,0.00000000
L29-one,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94349432,0.00079154,0.01546151,0.00757138,0.00181011,0.00158428,0.00162913,0.00025629,0.00043315,0.00379768,0.00603233,0.00192132,0.00046477,0.00244573,0.00381968,0.00064436,0.00060755,0.00014540,0.00708941,0.00000000,0.00000000
L29-word,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38859630,0.00166545,0.01073990,0.01614767,0.01117168,0.05657058,0.13205759,0.00506469,0.03709943,0.11521956,0.02076277,0.00905761,0.12867922,0.01768024,0.00797989,0.00407149,0.00487484,0.00184166,0.00817019,0.02254929,0.00000000
"L29-:""",0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16997531,0.00037987,0.00305066,0.00698205,0.00818582,0.07033518,0.24079971,0.01027763,0.03295434,0.04139474,0.01399840,0.00682556,0.34872639,0.01664661,0.00737347,0.00349293,0.00190298,0.00077183,0.00263728,0.00845774,0.00483152
L29-mean,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54309981,0.00088883,0.01209651,0.00984865,0.00692977,0.03671470,0.10114537,0.00403034,0.01798706,0.07775884,0.01318295,0.00503293,0.13502287,0.01137476,0.00655454,0.00324721,0.00272774,0.00161002,0.00357938,0.00620141,0.00096630
